Name,Price,Discount
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Obsidian Black","KSh 27,929",44%
Maybelline Fit Me Powder 365 Espresso,"KSh 1,348",5%
"Nunix 20L Electric Rotisserie Oven, 1280W","KSh 5,151",1%
"Vitron HTC2446D - 24ﾔ HD Digital LED TV - Black, 1YR WRTY","KSh 8,810",27%
Amtec AM-007 X-BASS SUB WOOFER MULTIMEDIA SYSTEM-BT/FM/USB,"KSh 4,450",36%
Nunix 6L Electric Chips Deep Fryer,"KSh 4,500",14%
Adidas Grand Court Td Lifestyle Court Casual Shoes Men,"KSh 5,370",50%
Top Fry Top Fry Vegetable Oil - 5ltr,"KSh 1,349",18%
Ushindi Ushindi Multi Purpose Bar Soap - 1kg,KSh 189,24%
Garnier Micellar Oil-Infused Cleansing Water (Oil In Water) - 400ml,KSh 949,4%
Maybelline Fit Me Concealer - 40 Caramel,KSh 989,5%
Rashnik Quartz Heater,"KSh 3,000",No discount
Ballantine's Ballantine's Blended Scotch Whiskey - 750 Ml.,"KSh 2,099",15%
Maybelline Fit Me Matte And Poreless Foundation- Mocha 360,"KSh 1,790",No discount
Hisense H20MOWS11 - 20 Liters Microwave - White (2YRs WRTY),"KSh 9,299",23%
Miniso 5 Pcs Teapot  + Cup Set Glass Stainless Steel Tea Pot 700ml,KSh 699,No discount
Rashnik Rashnik RN-337 Vegetable ROUND GRATER,KSh 479,1%
Mara MSM Powder (Methylsulfonylmethane) - 50g,KSh 650,7%
NIVEA Rich Nourishing Body Lotion 100ml,KSh 175,3%
Gld GL-004 2.1CH Subwoofer Speaker System + Mic 120W - Black,"KSh 8,222",31%
Nice One 6PCS 370ML High Quality Classy Whiskey Wine Water Glass Cups (ES7018-2 GLASS CUP),KSh 699,22%
RichRipple Wired Wood Desktop Speakers Bass Stereo Subwoofer Sound Box Computer Speakers,KSh 979,37%
Superfoam Brown & Beige Heavy Duty Quilted Mattress,"KSh 6,150 - KSh 21,800",29%
RichRipple RR31 Wireless Headset Bass LED Display Charging Case,KSh 492,45%
Maybelline Superstay Matte Ink Lipstick 50 Voyager,"KSh 1,658",31%
Qwen Portable Laptop Holder Aluminum Alloy Fold Able Computer Stand,KSh 560,44%
LASA 8K Certified Ultra High Speed Hdmi Cable - 3M,KSh 850,34%
UNCOVER PIMPLE PATCH - I AM SPOTLESS 18 PATCHES,KSh 999,No discount
"AILYONS ELP3602K 3.1CH Subwoofer Home Theatre Multi Media Bluetooth Speaker System + FREE BLUETOOTH EARPHONE, 1YR WRTY","KSh 4,999",30%
Power King 4 Way Extension Power Cable,KSh 550,8%
Hikers Fridge 86Liters Double Door Refrigerator RF86L-Silver,"KSh 18,619",42%
"Oppo A38,6.56"",4GB RAM+128GB ROM,50MP,5000mAh (Dual Sim) - Glowing Black, (2YRs WRTY)","KSh 20,000",13%
BOMGE Wireless Microphone System 2 Handheld Microphone,"KSh 3,355",43%
Gld G2304 Sound Bar Speaker System 65W - Black,"KSh 8,111",32%
Amtec AM-009 3.1CH Hi-Fi System 20000W,"KSh 9,450",37%
"Vitron HTC5568US - 55ﾔ 4K Smart Android LED TV - Black, 1YR WRTY","KSh 42,290",15%
Garnier Micellar Oil-Infused Cleansing Water (Oil In Water) - 100ml,KSh 545,No discount
Miniso Aromatic Scent Diffuser,KSh 359,No discount
Nunix AK-100 - 2 In 1 Blender With Grinding Machine - 1.5L,"KSh 1,847",1%
C Idea Adults Tablets，10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Pink),"KSh 12,999",38%
Garnier Micellar Water Sensitive Skin - 100ml,KSh 439,11%
Maybelline Sky High Lash Sensational Mascara - Black,"KSh 2,300",No discount
Mara Activated Charcoal 250g,KSh 450,10%
Vision Plus VP2112SB Sound Bar 130W RMS - Black.,"KSh 9,499",37%
Nunix Nunix 100 Litres Freezer Fridge,"KSh 24,749",1%
"C Idea 8 Inch Tablet,Android 12 Dual Camera Sim Red 256GB Adult Men Tablet With Case","KSh 6,999",46%
Maybelline Fit Me Matte And Poreless Foundation - 365 Espresso,"KSh 1,790",No discount
SIMI Three In One Stylus Pen,KSh 99,50%
Adidas Runfalcon 3.0 Men Running Shoes,"KSh 4,576",50%
"Freeyond F9,2GB+64GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones,Black","KSh 10,300",41%
"Nunix 50 * 60cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven","KSh 24,749",1%
Sun King Pico Plus Portable Solar Light,"KSh 1,222",6%
"Vitron HTC3246 - 32"" HD LED Digital TV - Black, 1YR WRTY","KSh 11,265",17%
"Skyworth F90433NBY Front Load 9kg, Automatic Washer & Dryer - Tim Grey (1YR WRTY)","KSh 54,999",21%
RichRipple 12inch LCD Writing Tablet Graphic Digital Handwriting Pads Multicolor Screen,KSh 639,47%
UNCOVER MINI ALOE INVISIBLE SUNSCREEN – 40ML,"KSh 1,700",No discount
Adidas Streetahead W Women Running Shoes,"KSh 3,841",65%
Amtec AM-108 Subwoofer Amtec System 2.1CH 8000wts BT/FM,"KSh 2,889",36%
"C Idea Adults Tablets, 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard (Red)","KSh 12,999",38%
Mara Sweet Almond Oil -125ml,KSh 600,25%
NIVEA Lemongrass & Oil Shower Gel For Women - 250 Ml,KSh 570,4%
Adidas Adilette Aqua Slides Unisex,"KSh 1,999",57%
Axe Body Spray for Men - Dark Temptation - 150ml,KSh 499,No discount
WK 02 CH Multimedia Speaker 10000watts,"KSh 5,560",26%
Nunix NU-A22 3.1 Woofer/mini Home Theatre Speaker System,"KSh 4,729",1%
"Vision Plus 3 In 1 Cable, 1M - Black",KSh 380,24%
Maybelline SuperStay 30H Active Wear Foundation- 79 WARM CHESTNUT,"KSh 1,680",30%
C Idea Adults Tablets10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Purple),"KSh 12,999",38%
Dettol Dettol Soap Skincare 125g,KSh 191,5%
"Midea MMO-MM720C2GXE(BK) , 20L Digital Microwave Oven , 700W - Black","KSh 8,495",35%
BOMGE 4-Channel Dynamic Wireless Microphone System,"KSh 8,919",40%
"C Idea 9 Inches Android 12 Tablets SIM WiFi 256GB ,1280 * 800,8000mAh Battery Tablet Grey","KSh 10,000",46%
LASA Window Privacy Static Film Frosted Glass Non-Adhesive 45x200CM,KSh 250,38%
L'Oréal Paris Revitalift Pure 0.2% Retinol Face Serum 30ML,"KSh 2,175",25%
Sundabest 6 Pcs Tea Cup Set (17866),"KSh 1,027",1%
William Lawson's William Lawsons Scotch Whisky - 1 Litre,"KSh 1,999",25%
Ramtons RF/130- 213L 2 Door Direct Cool Fridge+ Dispenser (1YR WRTY),"KSh 50,700",No discount
Fay Kitchen towel Eco twin pack,KSh 219,1%
Maybelline Fit Me Concealer - 45 Toffee,KSh 989,5%
Chrome Chrome Gin - 750ml,KSh 669,12%
UNCOVER On The Go Kit,"KSh 3,020",15%
"U&I Enc Air O6 Earbuds, Black","KSh 1,299",48%
Maybelline Lifter Gloss Twin Pack - Topaz + Crystal,"KSh 2,600",35%
Vaseline Vaseline  PJ Original 240ML,KSh 340,No discount
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Moon","KSh 1,248",38%
"Roch RFR-210-DT-I Double Door Refrigerator, 170L - Silver (1YR WRTY)","KSh 33,299",44%
Inverroche Inverroche Classic Gin - 750ml,"KSh 4,599",16%
"Vision Plus Power Bank 10000mAh VPPB10A - Black, (1YR WRTY)",KSh 999,41%
Wlisth ST003 Men Fashion Sport Quartz Business Watch,"KSh 1,052",43%
NIVEA Pure Fresh Shower Gel For Women - 250ml,KSh 470,No discount
Huggies Baby Wipes Newborn Pure 168 Sheets,KSh 299,1%
NIVEA MEN Cool Kick Shower Gel For Men - 500ml (Pack Of 2),"KSh 1,456",30%
Oraimo Micro USB Data Cable 2M For V8 Charger,KSh 150,25%
ESTELIN Sunscreen Spray SPF 50 PA+++,"KSh 1,051",30%
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Stone","KSh 1,248",38%
Aworky Limited Blue Water Bottle,KSh 519,48%
Adidas Runfalcon 3.0 Men Running Shoes,"KSh 4,576",50%
Superfoam Morning Glory Medium Density Quilted  -Grey & Blue,"KSh 7,368 - KSh 14,737",No discount
AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,"KSh 1,400",3%
Vaseline Lotion Dry Skin Void 100ml,KSh 175,No discount
Maybelline SuperStay 30H Active Wear Foundation- 70 COCOA,"KSh 1,658",31%
Nice & Lovely Avocado Lotion 400ml,KSh 295,19%
Nunix 5 Layer Shoe Rack Black (Smaller Design) SR5L,KSh 599,1%
RichRipple JR01 Bluetooth Headsets Wireless Pods Pro Earpods Earphones,KSh 999,36%
Pembe Pembe Maize Meal – 2Kg,KSh 129,11%
Ramtons RM/458 - Digital Glass Microwave (1YR WRTY),"KSh 10,684",9%
Maybelline Superstay Vinyl  Ink 55 Royal,"KSh 1,799",36%
Oraimo FreePods 4 Active Noise Cancellation Easy Control APP Wireless Stereo Earbuds,"KSh 5,599",27%
Velvex Facial Tissue Silver 70 Sheets,KSh 75,38%
Pembe Pembe ATTA MARK - 2Kg,KSh 169,9%
Garnier Ampoule Tissue Face Mask - Pineapple And 1% Vitamin C 15g,KSh 395,No discount
Mara Indigo Powder 100g,"KSh 1,200",No discount
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 350 CARAMEL,"KSh 1,790",No discount
Hisense Dual Air Fryer 6.3 Liters (2YRs WRTY),"KSh 9,899",34%
"EDENBERG EB-3391 20cm Die-casting Crepe Pan Granite, Grey","KSh 1,197",5%
"Infinix Hot 30, 6.78"", 8GB RAM, 256GB, 5000mAh, (DUAL SIM), 4G - Sonic White","KSh 13,916",13%
Mizani 25 Miracle Milk- Leave In Conditioner 250ml,"KSh 4,479",No discount
L'Oreal L'Oréal Paris Glycolic Bright - Day & Night Routine Kit,"KSh 2,340",35%
UR Fashion 18-Inch Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 1,459",No discount
Amaize Amaize Premium Maize Meal - 2Kg,KSh 185,14%
Adidas Adilette Aqua Slides Unisex,"KSh 1,999",57%
Wlisth Men's Watch Fashion Stainless Steel Quartz Watch,KSh 960,51%
Geisha Moringa Beauty Bar Soap - 125g,KSh 110,No discount
Mara Ayurvedic Oil Infusion -120 Ml,KSh 650,19%
Campo Viejo Campo Viejo Reserva Red Wine - 750 ML,"KSh 1,949",16%
"Rashnik Bullet Thermos, 750ml",KSh 540,No discount
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Glowing Black, (2YRs WRTY)","KSh 26,875",10%
Sunlight Hand Washing Powder Spring Sensation 1kg,KSh 360,No discount
Adidas Grand Court Base 2.0 Men's Shoes,"KSh 5,468",50%
RichRipple 7 Ultra Smart Watch Bands Gift Box Smart Watches,"KSh 2,299",37%
NIVEA Perfect & Radiant Detox Skin Care Pack,"KSh 2,100",30%
"Midea MMO-MM7P012MZE(BK) , 20L Manual Microwave Oven , 700W - Black","KSh 7,695",30%
Kenyan Originals KO Classic Can 200ml X 4,KSh 509,No discount
Rashnik Instant heater shower head,"KSh 1,619",1%
Wlisth Women's Stainless Steel Quartz Wristwatch,"KSh 1,179",43%
LASA USB 3.0 To Type-c OTG,KSh 450,50%
Mara Ayurvedic Shampoo Bar- 100g,KSh 350,13%
NIVEA 5 In 1 Complete Care Nourishing Cocoa Body Lotion With Cocoa Butter & Vitamin E – 200ML,KSh 288,20%
Adidas Duramo SL Men Shoes,"KSh 5,130",50%
Sunlight Lavender Sensations Hand Washing  1kg,KSh 360,No discount
Sunlight Sunlight Scourer Lavender 500g,KSh 90,No discount
Veet Veet Cream Normal 50g,KSh 459,24%
Adidas Advantage Base Men Court Lifestyle Shoes,"KSh 5,495",50%
Freeyond Smartwatch Sports IP67 Running FY Watch F1,"KSh 1,490",46%
Vivo Y03 - 6.56'' - 4GB RAM + 64GB ROM - Dual SIM - 5000mAh - Space Black (2YRs WRTY),"KSh 12,699",21%
Nice One 6PCS 310ML High Quality Classy Whiskey Wine Water Glass Cups (ES1131GLASS WARE),KSh 799,20%
"EDENBERG 20cm EB-3381 Die-casting Crepe Pan Marble, Black","KSh 1,197",5%
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Fntastic Blue,"KSh 13,999",33%
Superfoam Morning Glory Heavy Duty Quilted Mattress - Grey,"KSh 8,421 - KSh 16,842",No discount
Bio-Oil Bio Oil Lotion 250ml,"KSh 1,054",1%
Maybelline SuperStay 30H Active Wear Foundation- 65 Coconut,"KSh 1,680",30%
Tusker Tusker Lager Can - 500ml - Pack of 6,"KSh 1,199",13%
Adidas Grand Court Base 2.0 Women Shoes,"KSh 5,128",50%
Itel Rechargeable Hair Clipper Itel IHC-31 Multi-function Suit,"KSh 1,480",34%
NIVEA Aloe & Hydration Body Lotion For Women - 200ml (Pack Of 2),KSh 720,No discount
Roch RFR-120S-I Single Door Refrigerator - 90 Litres - Silver (1Y WRTY) (1YR WRTY),"KSh 18,150",21%
Adidas Galaxy 6 W Women Shoes,"KSh 4,576",50%
Ecoa Electric Pressure Cooker - 8 Litres,"KSh 12,000",31%
Qwen Bluetooth Headset Wireless Earbuds With Power Bank,KSh 600,40%
Adidas Vultrun M Men Running Shoes,"KSh 4,168",67%
Qwen Selfie Stick Tripod With LED Light  Remote Controller For Mobile Phone,KSh 535,33%
C Idea 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Adults Tablet PC(Green),"KSh 12,999",43%
RichRipple 20000mAh PD40W Portable Power Bank Premium Black,"KSh 1,599",13%
NIVEA Aloe & Hydration Body Lotion For Women - 400 Ml,KSh 640,No discount
Kenyan Originals KO Rose & Cucumber Can 200ml X 4,KSh 509,No discount
Maybelline SuperStay 30H Active Wear Foundation- 61 WARM BRONZE,"KSh 1,680",30%
Velvex Baking Paper 38cm X 10m,KSh 207,30%
NIVEA MEN Black & White Original Anti-Perspirant Spray 48h - 150ml (Pack Of 2).,"KSh 1,440",No discount
Defacto Woman Special Collection Paperbag Denim Trousers - Black,"KSh 1,637",60%
Dettol Dettol Bathing Soap Herbal 60g,KSh 70,No discount
L'Oréal Paris Revitalift Filler Hyaluronic Acid SPF 50 Day Cream,"KSh 2,513",25%
Omo Hand Washing Powder Extra Fresh 500g,KSh 220,No discount
Nunix G1004 New Design Infrared Gas Burner,"KSh 2,989",2%
LASA USB C To USB C Cable 60W 3A Fast Charging Cable 1.2M,KSh 450,43%
Tanqueray Rangpur Distilled Gin - 700ml,"KSh 2,599",13%
Itel Rechargeable Smart Trimmer,KSh 980,30%
Eurochef New S31 3GAS AND 1ELECTRIC PLATE TABLE TOP GAS COOKER,"KSh 5,482",16%
UR Fashion 19-Inch High Quality Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 2,299",No discount
NIVEA Strawberry Shine Lip Balm For Women - 4.8g (Pack Of 2),KSh 609,30%
"C Idea 8 Inch Tablet,Android 12 Dual Camera Sim Pink 256GB Adult Men Tablet With Case","KSh 6,999",46%
Rosy Fresh Flowers Liquid Hand Wash 330ml With Flip Top,KSh 75,No discount
Superfoam Morning Glory Heavy Duty Quilted Mattress - Orange,"KSh 6,150 - KSh 14,250",27%
L'Oréal Paris Revitalift Filler Gel Face Wash Cleanser,"KSh 1,425",25%
Ballantine Ballantine Blended Scotch Whiskey - 1L,"KSh 2,899",12%
NIVEA MEN Deep Shower Gel - 500 Ml,"KSh 1,040",No discount
Durbanville Durbanville Collectors Reserve Sauvignon 750ml,"KSh 3,529",No discount
UNCOVER Argan Hydrating Moisturiser,"KSh 1,799",10%
LASA Window Privacy Static Film Frosted Glass Non-Adhesive 90x200cm,KSh 500,29%
VON 8KG VWM-08AHK Black Washing Machine,"KSh 20,999",32%
UNCOVER Essential Skincare Kit,"KSh 5,794",15%
"Nunix 11L Pressure Cooker, Blue Carton Heavy Gauge","KSh 3,679",4%
NIVEA Nourishing Cocoa Body Lotion 100ml,KSh 175,3%
Amtec AM-316 HI-FI AC/DC SUB WOOFER HOMETHEATRE SYSTEM FM-BT,"KSh 5,000",26%
Bacardi Bacardi Carta blanca 750ml,"KSh 1,799",26%
Rosy Toilet Paper White 10 Pack Unwrapped,KSh 269,32%
Haier HRD-1954CSS Single Door Direct Cool Fridge 190 Litres - Silver,"KSh 36,396",23%
"Vision Plus Vibe Pods Bluetooth Ear Buds Vibe Series - Black, (2YRs WRTY)","KSh 1,765",41%
"Hisense WTJA802T 8Kg Top Load Washing Machine, Silver (2YRS WRTY)","KSh 38,300",23%
Nice & Lovely Nice & Lovely Cocoa Butter  Lotion 850ml,KSh 715,No discount
"Miniso AAA  Carbon-zinc Battery, 10 Pack(Black)",KSh 359,No discount
Miadi Miadi Hair Food - 85g,KSh 107,No discount
Mizani 25 Miracle Milk Leave-In  Conditioner 400ML,"KSh 6,635",No discount
Adidas Adilette Sandals Boys,"KSh 2,299",50%
L'Oréal professionnel 10 In 1 Multipurpose  Absolut Repair Oil 90ml,"KSh 3,981",No discount
Defacto Man Core Regular Fit Crew Neck Knitted T-Shirt - White,KSh 835,60%
"VON VAMS-20MGX - Manual Microwave Oven, Solo - 20L - Black.","KSh 8,899",26%
Ramtons RM/570 - 1.7L Stainless Steel Cordless Kettle (1 Yrs Warranty),"KSh 2,700",No discount
Velvex Disinfectant Spray Lavender 530ml,KSh 250,No discount
NIVEA Deep Care Bundle,"KSh 1,190",No discount
AILYONS ELP2402K 2.1CH Multi Media Speaker System Woofer-18000W PMPO (1YR WRTY),"KSh 2,899",28%
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone,Black","KSh 13,622",47%
Maybelline Superstay Matte Ink Liquid Lipstick - 115 Founder,"KSh 1,656",31%
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 26,875",10%
Hikers 55'' Frameless Android Smart 4K LED TV - Black,"KSh 37,999",46%
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Titan Gold","KSh 27,929",44%
Rashnik Rn-1205 Stainless Steel 5ltr Kettle,"KSh 1,199",1%
"Freeyond F9,2GB+64GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone,Blue","KSh 8,999",50%
USN Blue Lab 100% Whey Protein 454g (1 Lbs) - Vanilla,"KSh 3,499",No discount
Maybelline New York Superstay Hybrid powder- foundation shade 60,"KSh 2,650",No discount
Oraimo PowerBox 300 Lite 30000mAh 15W Power Bank,"KSh 4,200",50%
LASA 132cm Tripod Travel Stand For Phone / Camera,"KSh 1,392",44%
"Roch RGC-307TT, 3-Burner Automatic Gas Cooker ? Silver (1YR WRTY)","KSh 2,829",43%
North Star BLACK BULLETS,KSh 999,No discount
Mara Flax Seeds 250g,KSh 400,20%
Garnier Ampoule Tissue Face Mask - Kale And 2% Niacinamide 15g,KSh 395,No discount
Cil Cil Pishori Aromatic Rice – 2Kg,KSh 569,9%
Adidas Grand Court Base 2.0 Women Shoes,"KSh 5,128",50%
Omo Hand Washing Powder Fast Action - 500g,KSh 220,No discount
"Hisense H20MOWS10 20L Microwave Oven, 700w - Black & White (2YRS WRTY)","KSh 10,999",No discount
Royco Nyama Choma Spice 50g,KSh 130,No discount
"SIMI S502 - 5.""  HD + 1GB And 16GB.","KSh 4,999",38%
Mara Fenugreek Seeds-250g,KSh 500,No discount
"Sundabest Assorted Decorated Soup Bowls, Set of 6 ( 9878)",KSh 514,No discount
Jik Jik Colours 70ml,KSh 50,No discount
Vaseline Cocoa Glow Void 200ml,KSh 310,No discount
Bata Ladies Ngoma,KSh 399,No discount
Nunix 20l Analog microwave,"KSh 8,140",No discount
Adidas Galaxy 6 W Women Shoes,"KSh 4,576",50%
Rashnik RN-999 2 In 1 Blender & Grinder – 1.5L – 400W - Purple,"KSh 1,680",No discount
Vitron V838H 3.1 Inch Bluetooth Speaker System,"KSh 8,780",12%
Sundabest Classy High Quality Black Dinner Plates 6 Pcs (311009123),"KSh 1,290",No discount
Johnnie Walker Johnnie Walker Black 12Y - 750ml,"KSh 2,999",29%
Hisense RS-12DR4SA Single Door Direct Cool Fridge - 94L - Silver (2YRS WRTY),"KSh 20,150",28%
LASA 4 TIER METAL TOWER 20 PAIR SHOE RACK STORAGE ORGANIZER UNIT,"KSh 1,518",37%
Rashnik 2.2L Handpan Stainless Steel Vacuum Food Flask,"KSh 1,068",No discount
"Hisense 176L Single Door Refrigerator With Water Dispenser, Silver  RS-23DR4SB (2YRS WRTY)","KSh 36,430",26%
Maybelline New York SuperStay Hybrid powder - foundation Shade 75,"KSh 2,650",No discount
Garnier Ampoule Tissue Face Mask - Watermelon And 1% Hyaluronic Acid 15g,KSh 395,No discount
Hisense H20MOBS11 - 20L Digital Microwave Oven - Black (2YRs WRTY),"KSh 10,699",29%
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Pearl","KSh 1,388",31%
Rashnik Lunch box with spoon.,KSh 204,No discount
L'Oréal Paris Revitalift Anti-Wrinkle Serum + Laser Retinol Serum,"KSh 3,835",35%
Martini Martini Bianco 750ml,"KSh 1,999",24%
Chrome Chrome Vodka - 750 Ml,KSh 699,8%
Rashnik Rn-1020 400w Mixer/ Blender With Grinder (Red),"KSh 2,016",No discount
RichRipple 8 Ultra Smart Watch Bands Gift Box Smart Watches,"KSh 2,599",29%
Nice & Lovely Bio Body Oil – 100ml,KSh 750,No discount
AILYONS ELP2403K 2.1CH SubWoofer Home Theatrer Multi Media Speaker System,"KSh 2,899",28%
Oraimo Smart Clipper 2 Professional Hair Clipper,"KSh 3,240",28%
Solarmax 200 AH DEEP CYCLE GEL BATTERY,"KSh 11,000",49%
Miniso Ceramide Nourishing Facial Sheet Mask,KSh 159,No discount
Binatone SI-1850 Smoother Gliding Steam Iron - 1800W ? White/Purple (1YR WRTY),"KSh 1,700",53%
Mara Bhringraj Powder 100g,KSh 610,No discount
Oraimo Shark 4 Dual EQ 20-hr Playtime IPX5 Waterproof Neckband Wireless Earphone,"KSh 2,200",35%
Roch RFR-150DT-I Top-Mounted Defrost Fridge - 118L ? Inox (1YR WRTY),"KSh 29,899",17%
"NIVEA His & Hers Shower Pack ( Deep Shower Gel - 500 Ml , Lemongrass & Oil Shower Gel -250 Ml)","KSh 1,635",No discount
Mosara Deep Treatment Masque - 400G.,"KSh 1,100",No discount
Adidas Adilette Aqua Slides Unisex,"KSh 2,199",52%
Nunix GP-007 3 Burners Table Top Glass,"KSh 4,047",No discount
"Nunix 4 Gas Table Top Cooker (LT04-1), Metallic Grey","KSh 4,488",No discount
U&I High Quality Type-C & PD Fast Charger,KSh 699,42%
"Oraimo Watch ER 1.43'' AMOLED, BT Call,  IP68 Smart Watch_ Black","KSh 5,180",26%
Vision Plus Stereo Earphones (Extra Comfort) - Black,KSh 190,36%
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 13,900",44%
Dettol Dettol Soap Herbal 175g,KSh 270,10%
Miniso Weather Series Reed Diffuser - Misty Rain,KSh 399,No discount
Mara Eucalyptus Essential Oil -30ml,KSh 700,22%
Danny Home Double Old Fashioned Whiskey Glasses Set Of 4 ( 1988-63,KSh 840,No discount
Wlisth Luxury Men's Watches Stainless Steel Band Fashion Waterproof Quartz Watch,"KSh 2,343",43%
Huggies Baby Wipes Natural Care 168 Sheets,KSh 299,1%
Freeyond Smartwatch Sports IP68 Running FY Watch S1,"KSh 2,290",47%
RichRipple RGB Portable Bluetooth Speaker AUX Audio TF Card 360 Surround Sound,"KSh 1,269",25%
Adidas Adilette Aqua Slides Unisex,"KSh 2,199",52%
Maybelline Superstay Vinyl Ink 50 Wicked,"KSh 1,804",35%
Maybelline Superstay Vinyl Ink Nude Shock 135 Fearless,"KSh 1,804",35%
Amtec AM-008 2.1CH HOME THEATRE SYSTEM USB/SD/FM 5000W-Amtec Blue/Red,"KSh 3,889",22%
Nice & Lovely Coconut Leave In Treatment - 110ml,KSh 280,No discount
NIVEA Creme Soft Shower Cream For Women - 500ml,KSh 798,5%
Kotex Kotex Regular 16 Tampons,KSh 329,1%
Dettol Antibacterial Soap Glycerine - 100g,KSh 200,No discount
Adidas Adilette Comfort Unisex,"KSh 4,629",45%
VERSMAN Legend Lotion- 400ml,KSh 520,No discount
Vision Plus Quick Charger With Micro USB Included - Black,KSh 445,41%
VON VSCP60MMX Pressure Cooker 1000W - 6L,"KSh 10,999",24%
Adidas Adilette Comfort Unisex Slides,"KSh 4,629",45%
"Skyworth 50SUE9500, 50-inches 4K QLED 2022 Frameless Smart Android TV, Black (1YR WRTY)","KSh 47,999",13%
Maybelline Fit Me Powder  220 Nat Beige,"KSh 1,268",11%
